title_id,title,complete_title,release_year,rating,rater,casts_slug,screenwriter,director,poster,synopsis,country,type,episodes,aired,aired_on,original_network,duration,score,ranked,popularity,content_rating,watchers
705281-remember-you,Remember You,Remember You (2021),2021,8.0,797,/people/11657-charoensook-paopetch|/people/7972-paladesh-kemisara|/people/14100-vihokratana-tawan|/people/7208-wasukraipaisarn-witaya|/people/7609-natthew|/people/12158-bavornkiratikajorn-vivid,Titipong Chaisati|Boy Sorathep Vetwongsatip|Arnuparp Anuwongsung|Nut Nualpang,Karn Sivaroj Kongsakul,https://i.mydramalist.com/2lOkd_4c.jpg,"A genius detective teams up with a colleague to investigate a case that hits close to home, but the duo becomes entangled in a cat-and-mouse game.(Source: Netflix)",Thailand,Drama,16,"Aug 16, 2021 - Oct  5, 2021","Monday, Tuesday",Netflix TrueID,60 min.,8.0 (scored by 797 users),2232,3687,15+ - Teens 15 or older,3498
31863-blacklist,Blacklist,Blacklist (2019),2019,8.0,3662,/people/11621-kirdpan-korapat|/people/14259-wachirawit-ruangwiwat|/people/11765-chittsawangdee-pawat|/people/15679-laedeke-satbut|/people/19084-kanaphan-puitrakul|/people/19014-frank-samthonglai-thanatsaran,Pratchaya Thavornthummarut|Yod Chiangmun Ngamkanokwan|Baison Jinatcha Maneesriwong,Dan Worrawech Danuwong|Poy Napat Patamasingh Na Ayutaya,https://i.mydramalist.com/4OjqJ_4c.jpg,"Akeanan is an outstanding school in all aspects: education, sports… and secrets.Traffic comes to Akeanan to look for his sister Fah, who disappeared months prior and with neither the police nor the school finding any trace of her. In the course of his investigation, Traffic finds himself in Room 4/6 and meets the class outsiders: bad boy Andrew, quiet lad Highlight, strong and powerful Title, friendly and playful Jim Bae, and academic genius Buntad.Traffic gets an invitation from their teacher to join this group of boys in the secret shadow society known as Blacklist, which is said to be dedicated to investigating the mysterious occurrences in their school.Unified in Blacklist, the school outsiders will find out not just what happened to Fah but will also uncover the deep dark secrets of Akeanan School.(Source: MyDramaList)",Thailand,Drama,12,"Oct 13, 2019 - Dec 29, 2019",Sunday,GMM 25,49 min.,"8.0 (scored by 3,662 users)",2301,1478,15+ - Teens 15 or older,10616
23893-nueng-dao-fah-diew,Nueng Dao Fah Diew,Nueng Dao Fah Diew (2018),2018,8.0,510,/people/7470-temeeruk-nataporn|/people/7160-tangsrisuk-jirayu|/people/7163-athichart-chumnanon|/people/7294-jongkesakorn-ekkaphong|/people/7141-thakrit-thamannopjit|/people/7473-arunwattanakul-suriyont,Eklikhit,Fuse Kittisak Cheewasatjasakun,https://i.mydramalist.com/24m1Oc.jpg,"During the reign of King Ekkathat in the Ayutthaya Kingdom, Mang Mao was the daughter of Ming, a rich man who was the owner of a paper factory. Mang Mao was also famous in her own right for being mischievous considering she escaped arranged dates many times. One time, she ran from an arranged date again and coincidentally met Sri Khan Thin. He didn't like her mischievousness. Mang Mao hated the way Sri Khan Thin tried to admonish her, so she often created chaos around him without knowing he was actually Khan Thong, the son of Suea Khun Thong who was a notorious dead bandit. Khan Thong disguised himself as a eunuch in the Royal Palace in order to investigate his parents' death. (Source: MyDramaList)~~ Adapted from the novel ""Nueng Dao Fah Diew"" (หนึ่งดาวฟ้าเดียว) by author Wannawat.",Thailand,Drama,17,"Apr 25, 2018 - Jun 20, 2018","Wednesday, Thursday",Channel 3,1 hr. 50 min.,8.0 (scored by 510 users),2267,6298,G - All Ages,1542
725033-hak-lay-my-lady,"Hak Lai, My Lady","Hak Lai, My Lady (2023)",2023,8.0,514,/people/22305-euro-yotsawat-tawapee|/people/18990-ramida-theerapat|/people/94305-taen-tawan|/people/85543-jean-chertinnara-phongpeeradej|/people/17975-supaporn-malisorn|/people/15534-supphapprom-krissada,Wanna Taengpasulert|Laneeya,Tle Tawan Charuchinda,https://i.mydramalist.com/BR6v6_4c.jpg,"After stealing the key to her mother’s safe box, Lalin heads out to find her biological father, but gets attacked along the way. Here she meets Pi, the owner of Huen Hak Phaeng Farm,  whom she had an issue with prior. Chaos ensues when the key to her mother's safe goes missing and she needs to stay at Huean Hak Phaeng Farm to find that key. (Source: ohsweethaven.com)",Thailand,Drama,17,"Jan 15, 2023 - Mar 12, 2023","Saturday, Sunday",Channel 7,1 hr. 25 min.,8.0 (scored by 514 users),2356,6628,13+ - Teens 13 or older,1421
58151-game-prattana,Rivalry,Rivalry (2022),2022,8.0,706,/people/7340-metavarayuth-teeradetch|/people/7271-dungwattanawanich-nuttanicha|/people/15607-pamornmontri-yuranunt|/people/7335-panlertwongskul-manasnan|/people/12244-karnthip-pop-thagoon|/people/10386-bhunjaroeun-prima,Nattaphol Ketboonchoo|Pataranun Isarankura na Ayudhya,Nok Natthaphon Phatcharachayanon,https://i.mydramalist.com/qdJqD_4c.jpg,"A story of the battle between two families in the business world, which started from the parent's generation and transcends into the younger generation. And perhaps... this is where it will end? (Source: Thaidramatic_update; edited by Soju at MyDramaList)",Thailand,Drama,20,"Jan 26, 2022 - Mar 31, 2022","Wednesday, Thursday",Channel 3,1 hr. 25 min.,8.0 (scored by 706 users),2332,4900,Not Yet Rated,2273
49993-sleepless-society-khun-fan-luang,Sleepless Society: Insomnia,Sleepless Society: Insomnia (2019),2019,8.0,467,/people/16443-chutimon-chuengcharoensukying|/people/18481-nathasit-kotimanuswanich|/people/17790-gee-sutthirak-subvijitra|/people/21107-jingjing-varitsara-yu|/people/15739-maharavidejakorn-sita|/people/16519-ampere-suttatip-wutchaipradit,Vorakorn Weerakul|Pathipon Adsavanahpong,Pook Pantham Thongsang|Itt Cheewatan Pusitsuksa,https://i.mydramalist.com/Xrjlqc.jpg,"Aya is a young female model that has always had a recurring dream: She always dreams of seeing her mother kill someone in a house, which is located on the island she used to live in when she was a child. These dreams cause insomnia, eventually leading up to chronic insomnia to the point that she is confused and begins to separate reality and dreams.(Source: Kapook)",Thailand,Drama,13,"Nov  6, 2019 - Feb 12, 2020",Wednesday,One 31,45 min.,8.0 (scored by 467 users),2379,6627,Not Yet Rated,1421
23397-sampatan-hua-jai,Occupied Heart,Occupied Heart (2018),2018,8.0,632,/people/7151-kanarot-sukollawat|/people/10208-limthammahisorn-varitthisa|/people/19208-jinna-navarat|/people/9005-lewis-hana|/people/13722-plengsiriwat-nattawat|/people/82889-kie-rattakorn-satiraboot,Auangarun Smithsuwan,Theerasak Promngern,https://i.mydramalist.com/vJ5Ygc.jpg,"On her way to sign a business contract, Rattawan was kidnapped along with her son by two men who took her to an island and tried to rape and kill her. However, she was saved by the owner of the island, Naboon. Both did not trust one another during her stay there but walls came down when Rattawan decides to tell Naboon her true identity. Feelings starts to develop between Naboon and Rattawan but they must restrain themselves because afterall, Rattawan is still married. All Naboon can do is be worry from afar and give her moral support. Naboon promises her that she and her son will be protected and decides to send her home to Bangkok to figure out if her suspicion of her husband being the mastermind behind her trying to get her killed was true or not. Naboon being worried for Rattawan tells his people to go stay with her to keep her company and protected, while he goes to Bangkok to perform his duty as head of Nara hotel as well. What happens when Rattawan comes face to face with her husband back in Bangkok who she believes tried to kill her? How will Rattawan and Naboon's relationship be when she is still married to her husband and Naboon’s ex-wife also enters the picture? (Source: Thippy's Haven)",Thailand,Drama,16,"Apr 28, 2018 - Jun  2, 2018","Friday, Saturday, Sunday",Channel 7,1 hr. 30 min.,8.0 (scored by 632 users),2425,6150,18+ Restricted (violence & profanity),1604
16465-u-prince-the-series-the-crazy-artist,U-Prince: The Crazy Artist,U-Prince: The Crazy Artist (2017),2017,8.0,1882,/people/12250-kengkarnka-kunchanuj|/people/11671-panayanggool-note|/people/11858-chusakdiskulwibul-phurikulkrit|/people/10480-thawornwong-jirakit|/people/7910-kongyingyong-chonlathorn|/people/7995-kasetsin-puttichai,,Fon Kanittha Kwunyoo,https://i.mydramalist.com/NP0XEc.jpg,"Mel B is dumped by her boyfriend Theo. The same day, she meets Hippy, a rock band's singer. He wants her Beatles t-shirt but as an exchange for it, he must pretend to be her boyfriend for five days.",Thailand,Drama,4,"Apr  9, 2017 - Apr 30, 2017",Sunday,GMM 25,60 min.,"8.0 (scored by 1,882 users)",2531,3089,G - All Ages,4445
19674-ra-rerng-fai,Ra Raerng Fai,Ra Raerng Fai (2017),2017,8.0,1064,/people/7173-wongpuapan-theeradej|/people/7131-bhirombhakdi-woranut|/people/7208-wasukraipaisarn-witaya|/people/10599-gul-amena|/people/17387-pie-rinrada-kaewbuasai|/people/18655-champ-chanatip-phothongka,,Oh Kritsada Techanilobon,https://i.mydramalist.com/b2V8Nc.jpg,"Yada's father frames Chakrit's father for murder and has him arrested. Years later, Chakrit wants revenge on Yada's family. He starts by seducing Yada's sister, then abandoning her on their wedding day, embarrassing her and the family in front of guests. Yada is very angry at the man who hurt her family and wants revenge.Yada and Chakrit fight each other on their families' behalf, both of them seeing through the other person's tricks.  The siblings soon join in, leading to a huge fiasco of revenge, often backfiring on the perpetrators.",Thailand,Drama,14,"Dec  4, 2017 - Jan 23, 2018","Monday, Tuesday",Channel 3,1 hr. 50 min.,"8.0 (scored by 1,064 users)",2449,4396,15+ - Teens 15 or older,2704
715907-vice-versa,Vice Versa,Vice Versa (2022),2022,8.0,15535,/people/58119-sea-tawinan-anukoolprasert|/people/58087-jimmy-jitaphon-potiwihok|/people/19052-neo-nimtawat-trai|/people/58121-aou-thanaboon-kiatniran|/people/88153-pepper-phanuroj|/people/58123-boom-tharatorn-jantharaworakarn,Pratchaya Thavornthummarut|Bee Pongsate Lucksameepong|Nichakorn Pairachwatin,X Nuttapong Mongkolsawas,https://i.mydramalist.com/j5LLO_4c.jpg,"Talay wakes up in the body of a man named Tess and reencounters Puen, a famous actor who is now in the body of Tun following an accident. The two have Phuwadol, a nurse who helps people from the same universe they left behind, to guide them through life in this new universe. According to Phuwadol, there's a chance they may be one another's ""portkey,"" people who can help them return to where they came from once they have completed what they need to achieve.Tun and Talay have a mission to fulfil, and they are assisted by their pals Kita, Fuse, and Friend Credits members Up and Aou. Love and friendship grow with them in the new universe. What will happen with their mission? Will they be able to get back to their home universe?(Source: GMMTV; edited by MyDramaList)~~ Adapted from the novel ""Vice Versa"" (Vice Versa รักสลับโลก) by JittiRain.",Thailand,Drama,12,"Jul 16, 2022 - Oct  1, 2022",Saturday,GMM 25,55 min.,"8.0 (scored by 15,535 users)",2497,432,13+ - Teens 13 or older,30764
715925-good-old-days,Good Old Days,Good Old Days (2022),2022,8.0,495,/people/12490-loekhunnasombat-thanat|/people/40603-fah-yongwaree-ngamkasem|/people/14100-vihokratana-tawan|/people/19348-aye-sarunchana-apisamaimongkol|/people/17114-reonchaidee-pathompong|/people/21407-joss-way-ar-sangngern,Gun Supalerk Ningsanon|Manow Waneepan Ounphoklang|Kannika Tovaranonte|Methus Sirinawin|Jus Justina Suvanvihok,Ploy Pattaraporn Werasakwong,https://i.mydramalist.com/wvjpn_4c.jpg,"In an antique shop, the value of each item is the story behind them. People who sell their belongings here can reminisce on their lives, and buyers see their value hidden within. Six stories about memories, love, dreams and separation are linked to six items.(Source: MyDramaList)",Thailand,Drama,12,"Aug 10, 2022 - Sep 15, 2022","Wednesday, Thursday",GMM 25,48 min.,8.0 (scored by 495 users),2487,3369,13+ - Teens 13 or older,3948
51229-tunnel,Tunnel,Tunnel (2019),2019,8.0,256,/people/34367-top-todsapol-maisuk|/people/11832-hao-johnny|/people/21499-morakot-liu|/people/38549-sumet-ong|/people/28501-amarin-nitibhon|/people/12768-penkul-penpeth,Nongnut Chawala,Tong Triyuth Kingpakorn,https://i.mydramalist.com/pOnd8c.jpg,A detective jumps to 30 years into future while chasing a killer through a tunnel. The murders which stopped 30 years ago are going to start again. Can the detective find the killer and return to his original time or is he going to lose more people in the chase of cat and mouse?,Thailand,Drama,16,"Sep  9, 2019 - Oct 31, 2019","Monday, Tuesday",True4U TrueID,1 hr. 4 min.,8.0 (scored by 256 users),2534,9111,Not Yet Rated,824
16667-sotus-the-series,SOTUS,SOTUS (2016),2016,8.0,29878,/people/11355-sangpotirat-perawat|/people/11353-ruangroj-prachaya|/people/12214-thitipoom-techaapaikhun|/people/10478-suwanamas-neen|/people/11361-arpornsutinan-chanagun|/people/8188-lohanan-teerapat,,,https://i.mydramalist.com/PdLnLc.jpg,"The ""Gear"" is one of the engineering mechanical devices in the cogwheel system (as in a clock). Having one signifies that one is a student of the Faculty of Engineering. However, to get one, all engineering freshmen must first undergo the SOTUS (acronym for Seniority, Order, Tradition, Unity, and Spirit) system. Arthit, one of the third-year seniors, often abuses his power over the freshmen by making them do things against the rules. Freshmen students are practically powerless to complain or resist any orders given by their seniors. Arthit was seemingly unstoppable until Kongpob stood up against the abuses by the former. Continual encounters between the two developed from animosity to something much more affectionate. ~~ Adapted from the novel ""SOTUS"" (พี่ว้ากตัวร้ายกับนายปีหนึ่ง) by BitterSweet.",Thailand,Drama,15,"Aug 20, 2016 - Jan  7, 2017",Saturday,LINE TV One 31,45 min.,"8.0 (scored by 29,878 users)",2539,211,15+ - Teens 15 or older,49040
715897-never-let-me-go,Never Let Me Go,Never Let Me Go (2022),2022,8.0,15529,/people/57533-pond-naravit-lertratkosum|/people/19055-phuwin-tangsakyuen|/people/19720-rasee-wacharapolmek|/people/14088-sakdatorn-nat|/people/14259-wachirawit-ruangwiwat|/people/18174-perth-tanapon-sukhumpantanasan,Game Kirati Kumsat|Best Kittisak Kongka|Chim Sedthawut Inboon|Chalermpong Udomsilp,Jojo Tichakorn Phukhaotong,https://i.mydramalist.com/BXzN5_4c.jpg,"Nuengdiao is the heir to a prestigious family. His status has forced him to grow up isolated with no room for imperfection. Then his father is shot to death right in front of  him. Now he and his mother's  lives are in danger. The son of a loyal Kiattrakulmethee family employee, Palm is appointed to protect him from the dangers in and outside school. In his life of uncertainty, Palm's presence leads Nuengdiao to new experiences.  (Source: MyDramaList)",Thailand,Drama,12,"Dec 13, 2022 - Feb 28, 2023",Tuesday,GMM 25,53 min.,"8.0 (scored by 15,529 users)",2568,426,13+ - Teens 13 or older,31251
710409-put-your-head-on-my-shoulder,Put Your Head on My Shoulder,Put Your Head on My Shoulder (2021),2021,7.9,2127,/people/12214-thitipoom-techaapaikhun|/people/82421-kaimuk-nilawan-iamchuasawad|/people/14259-wachirawit-ruangwiwat|/people/23761-sarocha-burin|/people/11307-anchuleepradit-nontanun|/people/30775-ploy-kanyarat-ruangrung,Kak Supicha Anantachat|Phitchada Thapsuk,Oat Vatanyu Ingkavivat,https://i.mydramalist.com/RNj3r_4c.jpg,"Prapai, an accounting graduate who dreams of working for an advertising agency, has to live with Pupaa, a gifted physics student, and many funny stories happened between them. Spending time together, they gradually walk into each other’s hearts. During the process, they put aside their prejudices, encourage each other to overcome all the difficulties in their relationship, find a new direction in career and life planning, and finally harvest love. Warm Love, warm time.(Source: WeTV)",Thailand,Drama,20,"Sep 26, 2021 - Oct 17, 2021","Monday, Sunday",WeTV,44 min.,"7.9 (scored by 2,127 users)",2622,2580,Not Yet Rated,5499
63755-keun-ruk-salub-chata,Khaen Rak Salap Chata,Khaen Rak Salap Chata (2021),2021,7.9,647,/people/7340-metavarayuth-teeradetch|/people/7608-wongsarattanasin-pichukkana|/people/14362-ongumpai-wansiri|/people/22689-ting-kratingg|/people/7350-hiranyatithi-chatayodom|/people/14419-pichaironnarongsongkhram-kejmanee,Jaotarn Piyaporn Wayuparp,Wilawan Sangkaphibal,https://i.mydramalist.com/pZr8V_4c.jpg,"Wat is a famous celebrity who is dating a famous model named Ginney. Tet is a famous pilot who is in a relationship with a doctor named Kulanji. But one day, the body of Wat and Tet have switched. As Tet and Wat have totally different occupation, how will they handle the situation? Will Ginney and Kulanji notice the truth?(Source: Collin Hypercuz)",Thailand,Drama,16,"Jun 12, 2021 - Jul 18, 2021","Friday, Saturday, Sunday",Channel 3,1 hr. 30 min.,7.9 (scored by 647 users),2660,5235,15+ - Teens 15 or older,2061
715805-wiwa-fah-laep,Flash Marriage,Flash Marriage (2022),2022,7.9,912,/people/9933-khumwilaisuk-pakin|/people/9950-watcharatrakul-fonthip|/people/9638-sakakorn-pitchanart|/people/9843-nimitchai-akarat|/people/24171-suzana-renaud|/people/18922-tonon-wongboon,,Thanapol Phangdee,https://i.mydramalist.com/jzQWB_4c.jpg,"After a one-night stand with Pokpong, a male dancer Lalin meets at her friend's bachelorette party, Lalin decides to hire him. The job is simple; Pokpong is to marry Lalin for a few months so she can prove to her family that she deserves to be the heiress of her father's company.Things start to change when Lalin discovers there is more to Pokpong, than just a one-night stand. (Source: MyDramaList)",Thailand,Drama,17,"Aug  2, 2022 - Sep 27, 2022","Monday, Tuesday",One 31 oneD,1 hr. 10 min.,7.9 (scored by 912 users),2634,5189,Not Yet Rated,2085
27598-nee-ruk-nai-krong-fai,Nee Ruk Nai Krong Fai,Nee Ruk Nai Krong Fai (2019),2019,7.9,498,/people/7340-metavarayuth-teeradetch|/people/9465-tanchanok-good-patricia|/people/12244-karnthip-pop-thagoon|/people/10600-kongtoranin-lalana|/people/7473-arunwattanakul-suriyont|/people/12600-leowrakwong-teerapong,Sakchai Kiatpanya-opas,Nay Saratswadee Wongsomphet,https://i.mydramalist.com/Ox4RPc.jpg,"On her seventh birthday, Chalita's entire family was killed. Kawin/Kevin was given the option to slay three people in order to protect one. His guilt drove him to distance himself from her.In her youth, Chalita is adopted by a mysterious stranger who is known as, ""Nai Noi (Young Boss)”. He turns her life around and is her means of support. Kawin moves next door to Chalita and their lives become entangled. Feelings blossom, and happiness is reintroduced to Chalita's life, but Kawin risks losing her, if his secret were to ever be revealed. If Chalita ever recalled the past, he will lose everything.(Source: asianfuse.net)",Thailand,Drama,18,"Jun 15, 2019 - Jul 26, 2019","Friday, Saturday, Sunday",Channel 3,1 hr. 50 min.,7.9 (scored by 498 users),2714,5637,Not Yet Rated,1833
682583-never-too-late,55:15 Never Too Late,55:15 Never Too Late (2021),2021,7.9,1771,/people/11621-kirdpan-korapat|/people/30775-ploy-kanyarat-ruangrung|/people/22234-khaotung-thanawat-rattanakitpaisan|/people/29265-kay-lertsittichai|/people/30771-view-benyapa-jeenprasom|/people/15572-saengsingkaeo-wasu,Manow Waneepan Ounphoklang|Mook Jarinee Thanomyat|Game Kirati Kumsat|Chim Sedthawut Inboon,Yoo Saranyoo Jiralak,https://i.mydramalist.com/EV3jm_4c.jpg,"How many of us remember what our dreams were when we were children? What our hopes and aspirations were? How many of us grew up and realized that all the wonderous, innocent dreams that we had were probably not going to come true? That it was harder to become a superstar or a world-famous soccer player. How many of us spent all of our lives unable to express ourselves and love who we wanted, openly?This drama is about five high school friends who also had dreams and goals but were unable to complete them. This is a story of second chances, of being able to love whoever you want, of dreams coming true, and of happiness.(Source: Soju at MyDramaList)",Thailand,Drama,16,"Dec  6, 2021 - Jan 24, 2022","Monday, Sunday",Disney+ GMM 25,45 min.,"7.9 (scored by 1,771 users)",2659,2175,13+ - Teens 13 or older,6784
22722-sotus-s-the-series,SOTUS S,SOTUS S (2017),2017,7.9,19433,/people/11353-ruangroj-prachaya|/people/11355-sangpotirat-perawat|/people/11986-khunatipapisiri-korn|/people/9741-jan-ngern-pattadon|/people/15487-lertchoochot-sivakorn|/people/14514-arsalprakit-krittanai,Yod Chiangmun Ngamkanokwan,,https://i.mydramalist.com/kP1zb_4c.jpg,"Fast forward 2 years later, Kongpob is now the head hazer in his faculty, while Arthit works at the Ocean Electric Company. During Kongpob's final year, he needs to find an internship company, and requests to work alongside Arthit over his family's company, unbeknownst to Arthit. After an outing with the company, tensions rises between the two, and both will have to decide their future. Will Arthit and Kongpob remain as a couple? ~~ Adapted from the novel ""SOTUS S"" (โซตัสเอส) by BitterSweet.",Thailand,Drama,13,"Dec  9, 2017 - Mar 10, 2018",Saturday,One 31,45 min.,"7.9 (scored by 19,433 users)",2760,371,15+ - Teens 15 or older,34855
65801-46-wan,46 Days,46 Days (2021),2021,7.9,1397,/people/7172-luevisadpaibul-pimchanok|/people/13900-santinatornkul-chanon|/people/10535-adulkittiporn-jumpol|/people/10592-jiravechsoontornkul-lapalal|/people/15543-thanawat-patchatorn|/people/17071-jennie-panhan,Manow Waneepan Ounphoklang|Baitoey Thanaporn Petcharat|Game Kirati Kumsat|PingPong Suwanun Pohgudsai,Koo Ekkasit Trakulkasemsuk,https://i.mydramalist.com/RdeO6_4c.jpg,"This series tells the story of Ying Ying, an unpopular net idol who is about to go down on her luck after being caught as a liar by her fans in a video clip. Apart from helping herself to survive, she also needs to help her childhood best friend, Noina, who is now the creditor of her own debts. Noina was told by a fortune teller that she was going to get married this year. Looking around, she found Doctor Korn, who is flawlessly perfect with a handsome face and a great career life, is the one and only person who's suitable for her. The only problem is that in the next 46 days, he is going to get married to his girlfriend, Wisa, a princess-like celebrity. But it seems like Ying Ying and Noina have found out that this bride-to-be is hiding a secret. The mission 'protect the guy and set him free from the devil bride to end up with an angel' is ready to start. If the mission is successfully completed, Ying Ying will be entirely free from all the debts she owns Noina. However, there’s another obstacle, Doctor Pat, Doctor Korn’s close friend, who's keeping his eyes on their every move. Stay tuned to see whether this 46-day mission will successfully ruin the wedding in the end.(Source: GMMTV)",Thailand,Drama,18,"Jul  7, 2021 - Sep  2, 2021","Wednesday, Thursday",AIS Play GMM 25,48 min.,"7.9 (scored by 1,397 users)",2697,3081,G - All Ages,4461
749639-laws-of-attraction,Laws of Attraction,Laws of Attraction (2023),2023,7.9,7128,/people/17084-film-thanapat-kawila|/people/107039-jam-rachata-hampanont|/people/110731-see-parattakorn-kaiyanan|/people/121021-pearl-satjakorn-chalard|/people/19720-rasee-wacharapolmek|/people/7270-vorarit-not,Nueng Chawanon Sarapat|Sorawich Pinyomit|Oh Wantawil Suknoy|Thananant Kamsri,Wo Worawit Khuttiyayothin,https://i.mydramalist.com/pd7x4y_4c.jpg,"Charn is a clever and ruthless lawyer inclined to accept high-paying and high-profile cases that will bring him renown. On one occasion, he's taken off a case as it's gaining widespread interest. Having lost face and opportunity, he's suspisious of the reason for his removal and wants to get his revenge. He suspects he can find something hidden within the case for his own profit. Charn therefore decides to switch sides to Tinn, the uncle of Tonkhao, a young girl who was struck and killed by a car and failed to recieve justice. The two come together to search for the truth. Despite holding opposing views, their closeness brings about new feelings. As their work becomes more and more dangerous, the two become certain that this case is not at all ordinary. (Source: Thai = iQIYI || Translation = MyDramaList)",Thailand,Drama,8,"Jul 15, 2023 - Sep  2, 2023",Saturday,iQiyi One 31 TrueID,55 min.,"7.9 (scored by 7,128 users)",2723,1016,G - All Ages,15686
37259-sapai-import,Sapai Import,Sapai Import (2020),2020,7.9,1412,/people/10274-tongraya-mick|/people/7152-peechaya-wattanamontree|/people/10276-bunnak-chaiyaphon|/people/21986-jaibua-hidding|/people/18505-boss-jukkaphan-wongkanit|/people/10477-kohkiat-sirin,Toto Panathee Suppasaksutat,,https://i.mydramalist.com/qKyzB_4c.jpg,"Lisa is a rich, spoiled girl who returned from her studies in England to find her parents were in debt. She had to work to repay that debt. And Don's mother helped her.Don is the grandson of a very famous farm owner. When Don's grandfather died, he conditionally named Don as his successor. To receive the farm, Don had to marry and have a child within a year. Otherwise the farm would be awarded to his cousin's brother.Don's mother loved Lisa like a daughter, so she pushed them toward  marriage . At first, both of them rejected the marriage. Then Don's mother announced that she was going to die soon, so Lisa accepted as a sign of gratitude. Since Don and Lisa don't love each other, they agreed to pretend to be married for 6 months. Despite their differing lifestyles, nothing could stop destiny. (Source: Collin Hypercuz at MyDramaList)",Thailand,Drama,17,"Jan 28, 2020 - Mar 24, 2020","Monday, Tuesday",Channel 7,1 hr. 35 min.,"7.9 (scored by 1,412 users)",2768,3627,Not Yet Rated,3573
31858-dark-blue-kiss,Dark Blue Kiss,Dark Blue Kiss (2019),2019,7.9,21962,/people/14100-vihokratana-tawan|/people/12214-thitipoom-techaapaikhun|/people/19344-aj-chayapol-jutamat|/people/21231-poss-plapodd-suphakorn|/people/21409-fluke-gawin-caskey|/people/19608-pluem-pongpisal,Title Nirattisai Ratphithak|Au Kornprom Niyomsil,,https://i.mydramalist.com/1qAozc.jpg,"The continuation of Kao, Pete, Sun, and Mork's story. While Kao and Pete's relationship has grown stronger, they are still hiding it from most. Kao is closeted from his mother, and the fear of her finding him out looms over him and his relationship. In the meantime, Kao's mother introduces Non, her boss' son, as a student in need of Kao's tutoring. When Non shows interest in Kao, it fuels Pete's jealousy. The secrecy and jealousy put a strain on their otherwise thriving relationship.Sun has begun to give up his unrequited love with Kao. And suddenly Mork is around a lot more. Whilst Sun pushes Rain to stay away from Mork, the younger man's uncontrollable behavior draws him in. Sun's seriousness settles Mork down. Despite their constant clashing, the two start to care for each other.(Source: walmartjimin from MyDramaList)",Thailand,Drama,12,"Oct 12, 2019 - Dec 28, 2019",Saturday,GMM 25,46 min.,"7.9 (scored by 21,962 users)",2845,280,13+ - Teens 13 or older,41849
695729-my-lovely-bodyguard,My Lovely Bodyguard,My Lovely Bodyguard (2022),2022,7.9,634,/people/7255-sonthichai-wannarot|/people/7139-pongpanu-phupoom|/people/56159-petch-boranin|/people/23761-sarocha-burin|/people/8378-pakdeedumrongrit-siriam|/people/9843-nimitchai-akarat,Kartarhut Bussabpaket|Wannaphorn Ratphitagsanti,Lakkate Wasikachart,https://i.mydramalist.com/j74bv_4c.jpg,"Saraphi, a jobless stuntwoman, accidentally becomes the bodyguard of Thewan and his nephew due to her incredible martial arts skills. As Saraphi and Thewan learn to work together to protect his nephew from those out to get his fortune, who will protect them from falling for each other?(Source: Jwells at MyDramaList)",Thailand,Drama,12,"May  2, 2022 - Jun 13, 2022","Monday, Tuesday",One 31 TrueID,1 hr. 30 min.,7.9 (scored by 634 users),2755,5096,Not Yet Rated,2140
13866-piang-chai-khon-nee-mai-chai-poo-wised,Piang Chai Khon Nee Mai Chai Poo Wised,Piang Chai Khon Nee Mai Chai Poo Wised (2016),2016,7.9,1581,/people/7187-ma-james|/people/7159-voltemas-kimberley|/people/12244-karnthip-pop-thagoon|/people/12258-sheranut-yusananda|/people/7202-ruengsri-kamolned|/people/7263-sukapat-jintara-mam,Danaya Supying,Oh Kritsada Techanilobon,https://i.mydramalist.com/QdgZ2c.jpg,"Sattawat is a doctor whose mother has a gambling addiction, and Anusaniya's family owns a wealthy company. Sattawat's mother owes a lot of money to Anusaniya's company and in order to erase the debt, Sattawat's mother and Anusaniya's aunt cook up a plan to marry Sattawat and Anusaniya to each other to get rid of the debt. Anusaniya's half-uncle, Chayakorn, breaks up with his girlfriend, Somika, and reveals his love for Anusaniya. Anusaniya, not wanting Chayakorn to have any hope, agrees to marry Sattawat. Desperate Somika falls for Sattawat but finds out that he belongs to Anusaniya, her greatest rival. In vengeance, Somika tries everything to split the couple.",Thailand,Drama,15,"Apr 21, 2016 - Jun  9, 2016","Wednesday, Thursday",Channel 3,1 hr. 50 min.,"7.9 (scored by 1,581 users)",2799,3614,Not Yet Rated,3596
